Date,Crop_Type,Soil_pH,N,P,K,Soil_Quality,Crop_Yield,Year,Month,Day
2014-01-12,Tomato,6.75,50.0,36.0,30.0,33.83333333333333,32.44129403219623,2014,1,12
2014-01-12,Potato,8.0,71.5,55.0,40.5,13.916666666666666,28.056033659942344,2014,1,12
2014-01-12,Sunflower,6.75,50.0,44.0,33.0,37.04166666666667,51.570401248477474,2014,1,12
2014-01-13,Wheat,6.75,55.00000000000001,40.0,27.0,35.58333333333333,37.09568400053546,2014,1,13
2014-01-13,Corn,6.75,60.0,44.0,30.0,39.08333333333333,70.81319427220555,2014,1,13
2014-01-13,Rice,6.5,91.0,72.0,55.00000000000001,72.66666666666667,40.78217749794564,2014,1,13
2014-01-13,Barley,6.5,70.0,60.0,50.0,60.0,91.28471531363144,2014,1,13
2014-01-13,Soybean,6.25,54.0,50.0,44.0,43.16666666666667,60.17106836221294,2014,1,13
2014-01-13,Cotton,6.25,66.0,55.00000000000001,48.0,49.29166666666667,41.97961827024646,2014,1,13
2014-01-13,Sugarcane,5.5,71.5,54.0,42.0,27.916666666666668,8.086610398029636,2014,1,13
2014-01-13,Tomato,6.25,60.0,45.0,40.0,42.29166666666667,24.00842334658653,2014,1,13
2014-01-13,Potato,5.5,60.50000000000001,45.0,31.5,22.83333333333333,37.40959035922203,2014,1,13
2014-01-13,Sunflower,6.5,70.0,66.0,55.00000000000001,63.66666666666666,39.42857006076496,2014,1,13
2014-01-14,Wheat,5.5,60.50000000000001,45.0,31.5,22.83333333333333,57.71723263224417,2014,1,14
2014-01-14,Corn,6.25,72.0,55.00000000000001,40.0,48.70833333333333,28.35676471691437,2014,1,14
2014-01-14,Rice,8.0,84.5,66.0,49.50000000000001,16.666666666666668,40.78217749794564,2014,1,14
2014-01-14,Barley,6.25,60.0,50.0,40.0,43.75,37.0166569171041,2014,1,14
2014-01-14,Soybean,6.25,54.0,50.0,44.0,43.16666666666667,57.7702260869124,2014,1,14
2014-01-14,Cotton,6.75,55.00000000000001,44.0,36.0,39.375,12.215463942046888,2014,1,14
2014-01-14,Sugarcane,6.25,78.0,60.0,48.0,54.25,8.270975547813732,2014,1,14
2014-01-14,Tomato,6.5,70.0,54.0,50.0,58.0,4.995744660303705,2014,1,14
2014-01-14,Potato,6.5,77.0,60.0,45.0,60.66666666666666,1.4540496907469922,2014,1,14
2014-01-14,Sunflower,6.75,50.0,44.0,33.0,37.04166666666667,39.42857006076496,2014,1,14
2014-01-15,Wheat,6.75,55.00000000000001,40.0,27.0,35.58333333333333,37.09568400053546,2014,1,15
2014-01-15,Corn,6.25,72.0,55.00000000000001,40.0,48.70833333333333,40.991761360765814,2014,1,15
2014-01-15,Rice,5.5,71.5,54.0,38.5,27.33333333333333,49.70108774536169,2014,1,15
2014-01-15,Barley,6.5,70.0,60.0,50.0,60.0,56.56051919523635,2014,1,15
2014-01-15,Soybean,5.5,49.5,45.0,38.5,22.166666666666668,44.07057680234768,2014,1,15
2014-01-15,Cotton,8.0,71.5,60.50000000000001,54.0,15.5,47.68993161560262,2014,1,15
2014-01-15,Sugarcane,5.5,71.5,54.0,42.0,27.916666666666668,31.511632367525827,2014,1,15
2014-01-15,Tomato,6.75,50.0,36.0,30.0,33.83333333333333,32.44129403219623,2014,1,15
2014-01-15,Potato,6.25,66.0,50.0,36.0,44.33333333333333,65.84216136406593,2014,1,15
2014-01-15,Sunflower,6.5,70.0,66.0,55.00000000000001,63.66666666666666,39.42857006076496,2014,1,15
2014-01-16,Wheat,5.5,60.50000000000001,45.0,31.5,22.83333333333333,36.72058760108772,2014,1,16
2014-01-16,Corn,6.5,84.0,66.0,50.0,66.66666666666667,40.991761360765814,2014,1,16
2014-01-16,Rice,6.5,91.0,72.0,55.00000000000001,72.66666666666667,40.78217749794564,2014,1,16
2014-01-16,Barley,8.0,65.0,55.0,45.0,13.75,47.7551777576204,2014,1,16
2014-01-16,Soybean,6.5,63.0,60.0,55.00000000000001,59.333333333333336,72.78440062298728,2014,1,16
2014-01-16,Cotton,6.75,55.00000000000001,44.0,36.0,39.375,11.120432111545815,2014,1,16
2014-01-16,Sugarcane,6.75,65.0,48.0,36.0,43.45833333333333,17.063669412800134,2014,1,16
2014-01-16,Tomato,6.75,50.0,36.0,30.0,33.83333333333333,3.3331373297713385,2014,1,16
2014-01-16,Potato,6.5,77.0,60.0,45.0,60.66666666666666,65.28612360174236,2014,1,16
2014-01-16,Sunflower,5.5,55.0,49.50000000000001,38.5,23.83333333333333,21.818662067862107,2014,1,16
2014-01-17,Wheat,6.25,66.0,50.0,36.0,44.33333333333333,25.23948522180648,2014,1,17
2014-01-17,Corn,6.75,60.0,44.0,30.0,39.08333333333333,40.991761360765814,2014,1,17
2014-01-17,Rice,6.75,65.0,48.0,33.0,42.58333333333333,40.78217749794564,2014,1,17
2014-01-17,Barley,6.5,70.0,60.0,50.0,60.0,54.27155612796125,2014,1,17
2014-01-17,Soybean,6.5,63.0,60.0,55.00000000000001,59.333333333333336,36.92157381652276,2014,1,17
2014-01-17,Cotton,8.0,71.5,60.50000000000001,54.0,15.5,18.970846245583363,2014,1,17
2014-01-17,Sugarcane,6.5,91.0,72.0,60.0,74.33333333333333,40.99907776761892,2014,1,17
2014-01-17,Tomato,6.75,50.0,36.0,30.0,33.83333333333333,32.44129403219623,2014,1,17
2014-01-17,Potato,6.25,66.0,50.0,36.0,44.33333333333333,49.44697776809282,2014,1,17
2014-01-17,Sunflower,5.5,55.0,49.50000000000001,38.5,23.83333333333333,1.3654272234789648,2014,1,17
2014-01-18,Wheat,8.0,71.5,55.0,40.5,13.916666666666666,37.09568400053546,2014,1,18
2014-01-18,Corn,6.5,84.0,66.0,50.0,66.66666666666667,28.975260492844622,2014,1,18
2014-01-18,Rice,5.5,71.5,54.0,38.5,27.33333333333333,20.77951961566349,2014,1,18
2014-01-18,Barley,6.25,60.0,50.0,40.0,43.75,14.401889005358456,2014,1,18
2014-01-18,Soybean,6.75,45.0,40.0,33.0,34.41666666666667,47.76340486290677,2014,1,18
2014-01-18,Cotton,5.5,60.50000000000001,49.50000000000001,42.0,25.33333333333333,39.08258089997641,2014,1,18
2014-01-18,Sugarcane,6.25,78.0,60.0,48.0,54.25,40.99907776761892,2014,1,18
2014-01-18,Tomato,6.75,50.0,36.0,30.0,33.83333333333333,32.44129403219623,2014,1,18
2014-01-18,Potato,8.0,71.5,55.0,40.5,13.916666666666666,49.7294013211563,2014,1,18
2014-01-18,Sunflower,6.25,60.0,55.00000000000001,44.0,46.375,11.64693540793098,2014,1,18
2014-01-19,Wheat,6.75,55.00000000000001,40.0,27.0,35.58333333333333,37.09568400053546,2014,1,19
2014-01-19,Corn,6.5,84.0,66.0,50.0,66.66666666666667,87.45057605407847,2014,1,19
2014-01-19,Rice,6.75,65.0,48.0,33.0,42.58333333333333,40.78217749794564,2014,1,19
2014-01-19,Barley,6.5,70.0,60.0,50.0,60.0,80.27298638085095,2014,1,19
2014-01-19,Soybean,5.5,49.5,45.0,38.5,22.166666666666668,19.09366566444544,2014,1,19
2014-01-19,Cotton,6.75,55.00000000000001,44.0,36.0,39.375,53.26400719820732,2014,1,19
2014-01-19,Sugarcane,6.5,91.0,72.0,60.0,74.33333333333333,10.409717527533685,2014,1,19
2014-01-19,Tomato,8.0,65.0,49.5,45.0,13.291666666666666,32.44129403219623,2014,1,19
2014-01-19,Potato,6.5,77.0,60.0,45.0,60.66666666666666,58.08095163892838,2014,1,19
2014-01-19,Sunflower,6.5,70.0,66.0,55.00000000000001,63.66666666666666,39.42857006076496,2014,1,19
2014-01-20,Wheat,8.0,71.5,55.0,40.5,13.916666666666666,34.09827439683498,2014,1,20
2014-01-20,Corn,6.25,72.0,55.00000000000001,40.0,48.70833333333333,27.792420001301103,2014,1,20
2014-01-20,Rice,5.5,71.5,54.0,38.5,27.33333333333333,36.99937953155887,2014,1,20
2014-01-20,Barley,8.0,65.0,55.0,45.0,13.75,11.953000255399823,2014,1,20
2014-01-20,Soybean,8.0,58.5,55.0,49.50000000000001,13.583333333333334,41.30016498228502,2014,1,20
2014-01-20,Cotton,6.5,77.0,66.0,60.0,67.66666666666667,34.98051020721,2014,1,20
2014-01-20,Sugarcane,6.25,78.0,60.0,48.0,54.25,15.738165170114904,2014,1,20
2014-01-20,Tomato,8.0,65.0,49.5,45.0,13.291666666666666,32.44129403219623,2014,1,20
2014-01-20,Potato,6.25,66.0,50.0,36.0,44.33333333333333,23.059836781538586,2014,1,20
2014-01-20,Sunflower,6.75,50.0,44.0,33.0,37.04166666666667,56.59038254030796,2014,1,20
2014-01-21,Wheat,5.5,60.50000000000001,45.0,31.5,22.83333333333333,31.896207948018123,2014,1,21
2014-01-21,Corn,6.75,60.0,44.0,30.0,39.08333333333333,30.626999059889165,2014,1,21
2014-01-21,Rice,6.75,65.0,48.0,33.0,42.58333333333333,59.36207063012978,2014,1,21
2014-01-21,Barley,6.5,70.0,60.0,50.0,60.0,25.601254843234432,2014,1,21
2014-01-21,Soybean,8.0,58.5,55.0,49.50000000000001,13.583333333333334,13.385467724908256,2014,1,21
2014-01-21,Cotton,6.25,66.0,55.00000000000001,48.0,49.29166666666667,0.9303540824870244,2014,1,21
2014-01-21,Sugarcane,6.25,78.0,60.0,48.0,54.25,40.99907776761892,2014,1,21
2014-01-21,Tomato,6.5,70.0,54.0,50.0,58.0,32.44129403219623,2014,1,21
2014-01-21,Potato,6.75,55.00000000000001,40.0,27.0,35.58333333333333,6.367633389121703,2014,1,21
2014-01-21,Sunflower,6.25,60.0,55.00000000000001,44.0,46.375,63.18327263518051,2014,1,21
2014-01-22,Wheat,6.5,77.0,60.0,45.0,60.66666666666666,36.07498074617968,2014,1,22
2014-01-22,Corn,6.5,84.0,66.0,50.0,66.66666666666667,75.5911337800403,2014,1,22
2014-01-22,Rice,8.0,84.5,66.0,49.50000000000001,16.666666666666668,40.78217749794564,2014,1,22
2014-01-22,Barley,5.5,55.0,45.0,35.0,22.5,28.88413579459063,2014,1,22
2014-01-22,Soybean,8.0,58.5,55.0,49.50000000000001,13.583333333333334,30.900031477213144,2014,1,22
2014-01-22,Cotton,6.75,55.00000000000001,44.0,36.0,39.375,19.34707331488381,2014,1,22
2014-01-22,Sugarcane,6.25,78.0,60.0,48.0,54.25,40.99907776761892,2014,1,22
2014-01-22,Tomato,6.5,70.0,54.0,50.0,58.0,32.44129403219623,2014,1,22
2014-01-22,Potato,5.5,60.50000000000001,45.0,31.5,22.83333333333333,57.36183728557853,2014,1,22
2014-01-22,Sunflower,8.0,65.0,60.50000000000001,49.50000000000001,14.583333333333334,51.84774807975915,2014,1,22
2014-01-23,Wheat,6.75,55.00000000000001,40.0,27.0,35.58333333333333,35.67265549012927,2014,1,23
2014-01-23,Corn,6.25,72.0,55.00000000000001,40.0,48.70833333333333,45.09913260581967,2014,1,23
2014-01-23,Rice,8.0,84.5,66.0,49.50000000000001,16.666666666666668,40.78217749794564,2014,1,23
2014-01-23,Barley,8.0,65.0,55.0,45.0,13.75,1.0366542300051396,2014,1,23
2014-01-23,Soybean,6.5,63.0,60.0,55.00000000000001,59.333333333333336,87.08270595279521,2014,1,23
2014-01-23,Cotton,6.5,77.0,66.0,60.0,67.66666666666667,34.77198597327635,2014,1,23
2014-01-23,Sugarcane,6.5,91.0,72.0,60.0,74.33333333333333,40.99907776761892,2014,1,23
2014-01-23,Tomato,6.75,50.0,36.0,30.0,33.83333333333333,3.899257386565272,2014,1,23
2014-01-23,Potato,8.0,71.5,55.0,40.5,13.916666666666666,47.21932751774808,2014,1,23
2014-01-23,Sunflower,6.5,70.0,66.0,55.00000000000001,63.66666666666666,83.77430673173001,2014,1,23
2014-01-24,Wheat,6.5,77.0,60.0,45.0,60.66666666666666,37.268108938588014,2014,1,24
2014-01-24,Corn,6.75,60.0,44.0,30.0,39.08333333333333,57.14888014325771,2014,1,24
2014-01-24,Rice,5.5,71.5,54.0,38.5,27.33333333333333,40.78217749794564,2014,1,24
2014-01-24,Barley,6.25,60.0,50.0,40.0,43.75,6.4205038806205295,2014,1,24
2014-01-24,Soybean,6.75,45.0,40.0,33.0,34.41666666666667,37.01718051401956,2014,1,24
2014-01-24,Cotton,6.5,77.0,66.0,60.0,67.66666666666667,33.7503409444467,2014,1,24
2014-01-24,Sugarcane,6.5,91.0,72.0,60.0,74.33333333333333,40.99907776761892,2014,1,24
2014-01-24,Tomato,8.0,65.0,49.5,45.0,13.291666666666666,32.44129403219623,2014,1,24
2014-01-24,Potato,6.75,55.00000000000001,40.0,27.0,35.58333333333333,42.83185741999237,2014,1,24
2014-01-24,Sunflower,6.75,50.0,44.0,33.0,37.04166666666667,26.270094475125628,2014,1,24
2014-01-25,Wheat,6.75,55.00000000000001,40.0,27.0,35.58333333333333,19.60078464469299,2014,1,25
2014-01-25,Corn,6.5,84.0,66.0,50.0,66.66666666666667,103.7491873765401,2014,1,25
2014-01-25,Rice,8.0,84.5,66.0,49.50000000000001,16.666666666666668,51.40720677096523,2014,1,25
2014-01-25,Barley,6.75,50.0,40.0,30.0,35.0,30.817019408753943,2014,1,25
2014-01-25,Soybean,8.0,58.5,55.0,49.50000000000001,13.583333333333334,39.09480524084591,2014,1,25
2014-01-25,Cotton,6.5,77.0,66.0,60.0,67.66666666666667,45.91398337584695,2014,1,25
2014-01-25,Sugarcane,6.5,91.0,72.0,60.0,74.33333333333333,40.99907776761892,2014,1,25
2014-01-25,Tomato,6.75,50.0,36.0,30.0,33.83333333333333,6.187488342851154,2014,1,25
2014-01-25,Potato,6.5,77.0,60.0,45.0,60.66666666666666,63.761054499501206,2014,1,25
2014-01-25,Sunflower,6.5,70.0,66.0,55.00000000000001,63.66666666666666,73.65521959974299,2014,1,25
2014-01-26,Wheat,6.5,77.0,60.0,45.0,60.66666666666666,67.16883622854955,2014,1,26
2014-01-26,Corn,6.25,72.0,55.00000000000001,40.0,48.70833333333333,69.03324109935178,2014,1,26
2014-01-26,Rice,5.5,71.5,54.0,38.5,27.33333333333333,40.78217749794564,2014,1,26
2014-01-26,Barley,6.25,60.0,50.0,40.0,43.75,6.78280210166015,2014,1,26
2014-01-26,Soybean,8.0,58.5,55.0,49.50000000000001,13.583333333333334,6.061407295496293,2014,1,26
2014-01-26,Cotton,6.75,55.00000000000001,44.0,36.0,39.375,13.958125909630825,2014,1,26
2014-01-26,Sugarcane,5.5,71.5,54.0,42.0,27.916666666666668,40.99907776761892,2014,1,26
2014-01-26,Tomato,6.25,60.0,45.0,40.0,42.29166666666667,32.44129403219623,2014,1,26
2014-01-26,Potato,8.0,71.5,55.0,40.5,13.916666666666666,17.9148966563336,2014,1,26
2014-01-26,Sunflower,6.75,50.0,44.0,33.0,37.04166666666667,39.42857006076496,2014,1,26
2014-01-27,Wheat,6.25,66.0,50.0,36.0,44.33333333333333,29.29381004230727,2014,1,27
2014-01-27,Corn,8.0,78.0,60.50000000000001,45.0,15.291666666666666,51.587546940159,2014,1,27
2014-01-27,Rice,6.25,78.0,60.0,44.0,53.08333333333333,33.12709642376564,2014,1,27
2014-01-27,Barley,6.5,70.0,60.0,50.0,60.0,56.37807769622457,2014,1,27
2014-01-27,Soybean,6.5,63.0,60.0,55.00000000000001,59.333333333333336,36.92157381652276,2014,1,27
2014-01-27,Cotton,6.25,66.0,55.00000000000001,48.0,49.29166666666667,3.245942646986656,2014,1,27
2014-01-27,Sugarcane,5.5,71.5,54.0,42.0,27.916666666666668,17.390977122727666,2014,1,27
2014-01-27,Tomato,8.0,65.0,49.5,45.0,13.291666666666666,32.44129403219623,2014,1,27
2014-01-27,Potato,6.25,66.0,50.0,36.0,44.33333333333333,60.46770720295279,2014,1,27
