Temperature,Humidity,N,P,K,Soil_Quality,Month,NPK_Ratio_NP,NPK_Ratio_NK,NPK_Ratio_PK,Optimal_Temp_Distance,Wind_Temp_Effect,pH_Optimality,P_Balance,Temp_Level,Crop_Type_Corn,Crop_Type_Cotton,Crop_Type_Potato,Crop_Type_Rice,Crop_Type_Soybean,Crop_Type_Sugarcane,Crop_Type_Sunflower,Crop_Type_Tomato,Crop_Type_Wheat,Soil_Type_Loamy,Soil_Type_Peaty,Soil_Type_Saline,Soil_Type_Sandy,Season_Spring,Season_Summer,Season_Winter
41,59,63.0,60.0,55.00000000000001,59,8,1.0499999825000004,1.1454545246280994,1.0909090710743805,18.5,492,0.25,0.1704119850187266,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
26,74,78.0,60.0,48.0,54,5,1.2999999783333338,1.624999966145834,1.2499999739583338,3.5,182,0.5,0.15591397849462366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
14,80,70.0,66.0,55.00000000000001,64,2,1.0606060445362722,1.2727272495867772,1.1999999781818185,8.5,168,0.25,0.1788830715532286,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
20,80,70.0,66.0,55.00000000000001,64,12,1.0606060445362722,1.2727272495867772,1.1999999781818185,2.5,200,0.25,0.1788830715532286,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
25,75,60.0,45.0,40.0,42,9,1.3333333037037045,1.4999999625000011,1.1249999718750008,2.5,200,0.5,0.14367816091954025,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21,79,55.0,49.50000000000001,38.5,24,3,1.1111110886644224,1.4285713914656781,1.2857142523191105,1.5,126,1.25,0.17948717948717954,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
40,60,65.0,48.0,36.0,43,6,1.3541666384548618,1.805555505401236,1.3333332962962974,17.5,440,0.0,0.15548098434004473,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
19,80,70.0,54.0,50.0,58,10,1.2962962722908098,1.3999999720000007,1.0799999784000005,3.5,209,0.25,0.14367816091954025,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
20,80,60.50000000000001,45.0,31.5,23,2,1.3444444145679022,1.9206348596623857,1.428571383219956,2.5,240,1.25,0.16180048661800486,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
13,80,65.0,49.5,45.0,13,11,1.3131312866034084,1.4444444123456799,1.099999975555556,9.5,195,1.25,0.14367816091954025,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
26,74,45.0,40.0,33.0,34,10,1.1249999718750008,1.3636363223140509,1.2121211753902674,3.5,234,0.0,0.17231638418079095,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
22,78,54.0,50.0,44.0,43,3,1.0799999784000005,1.227272699380166,1.1363636105371908,0.5,242,0.5,0.17117117117117117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
19,80,72.0,55.00000000000001,40.0,49,4,1.3090908852892564,1.7999999550000012,1.3749999656250012,3.5,171,0.5,0.16267465069860285,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10,80,70.0,54.0,50.0,58,12,1.2962962722908098,1.3999999720000007,1.0799999784000005,12.5,110,0.25,0.14367816091954025,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
23,77,49.5,45.0,38.5,22,4,1.099999975555556,1.2857142523191105,1.1688311384719186,0.5,207,1.25,0.17167919799498746,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
29,71,91.0,72.0,60.0,74,8,1.2638888713348768,1.5166666413888894,1.1999999800000003,6.5,145,0.25,0.156203288490284,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
19,80,66.0,55.00000000000001,48.0,49,12,1.1999999781818185,1.3749999713541674,1.1458333094618063,3.5,190,0.5,0.15877712031558192,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,80,66.0,55.00000000000001,48.0,49,10,1.1999999781818185,1.3749999713541674,1.1458333094618063,2.5,220,0.5,0.15877712031558192,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,80,77.0,66.0,60.0,68,12,1.1666666489898994,1.2833333119444448,1.099999981666667,8.5,140,0.25,0.15845648604269294,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
23,77,77.0,60.0,45.0,61,3,1.2833333119444448,1.7111110730864207,1.3333333037037045,0.5,161,0.25,0.163003663003663,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
11,80,60.50000000000001,45.0,31.5,23,12,1.3444444145679022,1.9206348596623857,1.428571383219956,11.5,121,1.25,0.16180048661800486,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
25,75,55.00000000000001,40.0,27.0,36,4,1.3749999656250012,2.037036961591224,1.481481426611799,2.5,250,0.0,0.1612021857923497,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
24,76,55.00000000000001,40.0,27.0,36,2,1.3749999656250012,2.037036961591224,1.481481426611799,1.5,120,0.0,0.1612021857923497,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
36,64,58.5,55.0,49.50000000000001,14,8,1.063636344297521,1.1818181579430673,1.1111110886644224,13.5,468,1.25,0.17075664621676892,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
22,78,50.0,40.0,30.0,35,4,1.249999968750001,1.6666666111111128,1.3333332888888902,0.5,242,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
27,73,58.5,55.0,49.50000000000001,14,6,1.063636344297521,1.1818181579430673,1.1111110886644224,4.5,324,1.25,0.17075664621676892,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
16,80,70.0,60.0,50.0,60,2,1.1666666472222227,1.3999999720000007,1.1999999760000006,6.5,240,0.25,0.16666666666666666,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
19,80,78.0,60.0,48.0,54,2,1.2999999783333338,1.624999966145834,1.2499999739583338,3.5,152,0.5,0.15591397849462366,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
28,72,66.0,49.50000000000001,35.0,25,6,1.3333333063973067,1.8857142318367364,1.4142856738775524,5.5,224,1.25,0.16223698781838322,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
34,66,65.0,48.0,36.0,43,4,1.3541666384548618,1.805555505401236,1.3333332962962974,11.5,510,0.0,0.15548098434004473,3,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
21,79,66.0,50.0,36.0,44,10,1.3199999736000005,1.833333282407409,1.3888888503086432,1.5,294,0.5,0.162280701754386,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,67,77.0,60.0,45.0,61,8,1.2833333119444448,1.7111110730864207,1.3333333037037045,10.5,264,0.25,0.163003663003663,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
18,80,50.0,44.0,33.0,37,12,1.1363636105371908,1.5151514692378343,1.3333332929292943,4.5,180,0.0,0.17979002624671916,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
32,68,49.5,45.0,38.5,22,7,1.099999975555556,1.2857142523191105,1.1688311384719186,9.5,192,1.25,0.17167919799498746,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
18,80,77.0,60.0,45.0,61,11,1.2833333119444448,1.7111110730864207,1.3333333037037045,4.5,198,0.25,0.163003663003663,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
21,79,91.0,72.0,60.0,74,10,1.2638888713348768,1.5166666413888894,1.1999999800000003,1.5,105,0.25,0.156203288490284,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
30,70,65.0,55.0,45.0,14,5,1.1818181603305788,1.4444444123456799,1.2222221950617291,7.5,270,1.25,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22,78,50.0,40.0,30.0,35,10,1.249999968750001,1.6666666111111128,1.3333332888888902,0.5,154,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33,67,65.0,55.0,45.0,14,7,1.1818181603305788,1.4444444123456799,1.2222221950617291,10.5,429,1.25,0.16666666666666666,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28,72,65.0,60.50000000000001,49.50000000000001,15,3,1.0743801475309065,1.3131312866034082,1.2222221975308647,5.5,336,1.25,0.1790476190476191,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
38,62,66.0,55.00000000000001,48.0,49,7,1.1999999781818185,1.3749999713541674,1.1458333094618063,15.5,418,0.5,0.15877712031558192,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,74,71.5,60.50000000000001,54.0,16,5,1.1818181622839972,1.3240740495541843,1.1203703496227715,3.5,390,1.25,0.15860215053763446,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27,73,60.50000000000001,45.0,31.5,23,4,1.3444444145679022,1.9206348596623857,1.428571383219956,4.5,297,1.25,0.16180048661800486,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
13,80,78.0,60.0,44.0,53,12,1.2999999783333338,1.7727272324380174,1.3636363326446288,9.5,208,0.5,0.163003663003663,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
20,80,55.00000000000001,40.0,27.0,36,3,1.3749999656250012,2.037036961591224,1.481481426611799,2.5,160,0.0,0.1612021857923497,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
27,73,50.0,44.0,33.0,37,1,1.1363636105371908,1.5151514692378343,1.3333332929292943,4.5,297,0.0,0.17979002624671916,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
20,80,55.0,45.0,35.0,22,10,1.2222221950617291,1.5714285265306136,1.285714248979593,2.5,160,1.25,0.16666666666666666,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,64,50.0,40.0,30.0,35,6,1.249999968750001,1.6666666111111128,1.3333332888888902,13.5,504,0.0,0.16666666666666666,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
18,80,77.0,66.0,60.0,68,9,1.1666666489898994,1.2833333119444448,1.099999981666667,4.5,108,0.25,0.15845648604269294,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
28,72,77.0,66.0,60.0,68,3,1.1666666489898994,1.2833333119444448,1.099999981666667,5.5,224,0.25,0.15845648604269294,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
24,76,70.0,66.0,55.00000000000001,64,10,1.0606060445362722,1.2727272495867772,1.1999999781818185,1.5,120,0.25,0.1788830715532286,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,80,91.0,72.0,55.00000000000001,73,12,1.2638888713348768,1.6545454244628104,1.3090908852892564,4.5,72,0.25,0.16360856269113153,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
14,80,60.0,50.0,40.0,44,2,1.1999999760000006,1.4999999625000011,1.249999968750001,8.5,182,0.5,0.16666666666666666,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,80,70.0,60.0,50.0,60,12,1.1666666472222227,1.3999999720000007,1.1999999760000006,12.5,80,0.25,0.16666666666666666,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
29,71,60.0,50.0,40.0,44,5,1.1999999760000006,1.4999999625000011,1.249999968750001,6.5,406,0.5,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16,80,77.0,60.0,45.0,61,3,1.2833333119444448,1.7111110730864207,1.3333333037037045,6.5,128,0.25,0.163003663003663,2,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
18,80,63.0,60.0,55.00000000000001,59,3,1.0499999825000004,1.1454545246280994,1.0909090710743805,4.5,72,0.25,0.1704119850187266,2,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
38,62,65.0,60.50000000000001,49.50000000000001,15,8,1.0743801475309065,1.3131312866034082,1.2222221975308647,15.5,418,1.25,0.1790476190476191,3,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
20,80,91.0,72.0,55.00000000000001,73,9,1.2638888713348768,1.6545454244628104,1.3090908852892564,2.5,220,0.25,0.16360856269113153,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
36,64,71.5,55.0,40.5,14,6,1.299999976363637,1.7654320551745173,1.3580246578265518,13.5,144,1.25,0.1626746506986028,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
31,69,60.50000000000001,49.50000000000001,42.0,25,7,1.2222221975308647,1.4404761561791395,1.178571400510205,8.5,248,1.25,0.1589912280701755,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
23,77,60.0,50.0,40.0,44,4,1.1999999760000006,1.4999999625000011,1.249999968750001,0.5,276,0.5,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,71,84.0,66.0,50.0,67,9,1.2727272534435266,1.6799999664000007,1.3199999736000005,6.5,290,0.25,0.16333333333333336,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,59,66.0,50.0,36.0,44,7,1.3199999736000005,1.833333282407409,1.3888888503086432,18.5,533,0.5,0.162280701754386,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
30,70,70.0,60.0,50.0,60,6,1.1666666472222227,1.3999999720000007,1.1999999760000006,7.5,510,0.25,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
32,68,78.0,60.50000000000001,45.0,15,6,1.2892561770370878,1.7333332948148157,1.3444444145679022,9.5,224,1.25,0.16303360581289741,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
33,67,66.0,50.0,36.0,44,6,1.3199999736000005,1.833333282407409,1.3888888503086432,10.5,396,0.5,0.162280701754386,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
33,67,45.0,40.0,33.0,34,8,1.1249999718750008,1.3636363223140509,1.2121211753902674,10.5,165,0.0,0.17231638418079095,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
28,72,58.5,55.0,49.50000000000001,14,10,1.063636344297521,1.1818181579430673,1.1111110886644224,5.5,280,1.25,0.17075664621676892,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
27,73,91.0,72.0,55.00000000000001,73,5,1.2638888713348768,1.6545454244628104,1.3090908852892564,4.5,324,0.25,0.16360856269113153,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
30,70,91.0,72.0,55.00000000000001,73,4,1.2638888713348768,1.6545454244628104,1.3090908852892564,7.5,240,0.25,0.16360856269113153,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
39,61,66.0,49.50000000000001,35.0,25,7,1.3333333063973067,1.8857142318367364,1.4142856738775524,16.5,312,1.25,0.16223698781838322,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
19,80,50.0,40.0,30.0,35,10,1.249999968750001,1.6666666111111128,1.3333332888888902,3.5,152,0.0,0.16666666666666666,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15,80,55.0,49.50000000000001,38.5,24,12,1.1111110886644224,1.4285713914656781,1.2857142523191105,7.5,165,1.25,0.17948717948717954,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
24,76,91.0,72.0,55.00000000000001,73,11,1.2638888713348768,1.6545454244628104,1.3090908852892564,1.5,264,0.25,0.16360856269113153,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
28,72,55.00000000000001,40.0,27.0,36,10,1.3749999656250012,2.037036961591224,1.481481426611799,5.5,168,0.0,0.1612021857923497,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
31,69,70.0,60.0,50.0,60,8,1.1666666472222227,1.3999999720000007,1.1999999760000006,8.5,341,0.25,0.16666666666666666,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
25,75,91.0,72.0,55.00000000000001,73,6,1.2638888713348768,1.6545454244628104,1.3090908852892564,2.5,325,0.25,0.16360856269113153,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
14,80,71.5,54.0,38.5,27,12,1.3240740495541843,1.8571428089053816,1.4025973661663023,8.5,112,1.25,0.1626016260162602,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
19,80,78.0,60.0,44.0,53,1,1.2999999783333338,1.7727272324380174,1.3636363326446288,3.5,152,0.5,0.163003663003663,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10,80,91.0,72.0,55.00000000000001,73,2,1.2638888713348768,1.6545454244628104,1.3090908852892564,12.5,150,0.25,0.16360856269113153,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
27,73,77.0,60.0,45.0,61,11,1.2833333119444448,1.7111110730864207,1.3333333037037045,4.5,297,0.25,0.163003663003663,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24,76,55.00000000000001,40.0,27.0,36,3,1.3749999656250012,2.037036961591224,1.481481426611799,1.5,216,0.0,0.1612021857923497,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
41,59,77.0,66.0,60.0,68,8,1.1666666489898994,1.2833333119444448,1.099999981666667,18.5,656,0.25,0.15845648604269294,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
31,69,70.0,54.0,50.0,58,9,1.2962962722908098,1.3999999720000007,1.0799999784000005,8.5,248,0.25,0.14367816091954025,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
19,80,45.0,40.0,33.0,34,10,1.1249999718750008,1.3636363223140509,1.2121211753902674,3.5,171,0.0,0.17231638418079095,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
17,80,65.0,48.0,33.0,43,1,1.3541666384548618,1.9696969100091848,1.454545410468321,5.5,187,0.0,0.16210045662100456,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
20,80,70.0,60.0,50.0,60,10,1.1666666472222227,1.3999999720000007,1.1999999760000006,2.5,220,0.25,0.16666666666666666,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31,69,55.0,49.50000000000001,38.5,24,6,1.1111110886644224,1.4285713914656781,1.2857142523191105,8.5,124,1.25,0.17948717948717954,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
15,80,66.0,50.0,36.0,44,10,1.3199999736000005,1.833333282407409,1.3888888503086432,7.5,165,0.5,0.162280701754386,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,64,60.50000000000001,45.0,31.5,23,7,1.3444444145679022,1.9206348596623857,1.428571383219956,13.5,288,1.25,0.16180048661800486,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
22,78,54.0,50.0,44.0,43,10,1.0799999784000005,1.227272699380166,1.1363636105371908,0.5,330,0.5,0.17117117117117117,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,78,45.0,40.0,33.0,34,9,1.1249999718750008,1.3636363223140509,1.2121211753902674,0.5,242,0.0,0.17231638418079095,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
20,80,60.50000000000001,45.0,31.5,23,9,1.3444444145679022,1.9206348596623857,1.428571383219956,2.5,160,1.25,0.16180048661800486,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
34,66,60.50000000000001,45.0,31.5,23,7,1.3444444145679022,1.9206348596623857,1.428571383219956,11.5,306,1.25,0.16180048661800486,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
24,76,55.00000000000001,44.0,36.0,39,11,1.24999997159091,1.5277777353395077,1.222222188271606,1.5,288,0.0,0.1592592592592593,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23,77,71.5,55.0,40.5,14,9,1.299999976363637,1.7654320551745173,1.3580246578265518,0.5,69,1.25,0.1626746506986028,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
33,67,65.0,55.0,45.0,14,5,1.1818181603305788,1.4444444123456799,1.2222221950617291,10.5,330,1.25,0.16666666666666666,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24,76,78.0,60.50000000000001,45.0,15,5,1.2892561770370878,1.7333332948148157,1.3444444145679022,1.5,48,1.25,0.16303360581289741,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
16,80,49.5,45.0,38.5,22,2,1.099999975555556,1.2857142523191105,1.1688311384719186,6.5,144,1.25,0.17167919799498746,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
36,64,58.5,55.0,49.50000000000001,14,7,1.063636344297521,1.1818181579430673,1.1111110886644224,13.5,360,1.25,0.17075664621676892,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
22,78,50.0,40.0,30.0,35,12,1.249999968750001,1.6666666111111128,1.3333332888888902,0.5,220,0.0,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
9,80,65.0,48.0,36.0,43,2,1.3541666384548618,1.805555505401236,1.3333332962962974,13.5,72,0.0,0.15548098434004473,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
24,76,58.5,55.0,49.50000000000001,14,9,1.063636344297521,1.1818181579430673,1.1111110886644224,1.5,240,1.25,0.17075664621676892,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
28,72,58.5,55.0,49.50000000000001,14,3,1.063636344297521,1.1818181579430673,1.1111110886644224,5.5,280,1.25,0.17075664621676892,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
18,80,55.0,45.0,35.0,22,3,1.2222221950617291,1.5714285265306136,1.285714248979593,4.5,198,1.25,0.16666666666666666,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
19,80,78.0,60.0,48.0,54,9,1.2999999783333338,1.624999966145834,1.2499999739583338,3.5,152,0.5,0.15591397849462366,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,80,50.0,44.0,33.0,37,11,1.1363636105371908,1.5151514692378343,1.3333332929292943,7.5,180,0.0,0.17979002624671916,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
19,80,84.5,66.0,49.50000000000001,17,2,1.2803030109045,1.7070706725844307,1.3333333063973067,3.5,285,1.25,0.16333333333333336,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
25,75,66.0,55.00000000000001,48.0,49,3,1.1999999781818185,1.3749999713541674,1.1458333094618063,2.5,175,0.5,0.15877712031558192,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27,73,65.0,48.0,36.0,43,10,1.3541666384548618,1.805555505401236,1.3333332962962974,4.5,324,0.0,0.15548098434004473,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
43,57,66.0,49.50000000000001,35.0,25,8,1.3333333063973067,1.8857142318367364,1.4142856738775524,20.5,430,1.25,0.16223698781838322,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
23,77,71.5,55.0,40.5,14,1,1.299999976363637,1.7654320551745173,1.3580246578265518,0.5,115,1.25,0.1626746506986028,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
25,75,66.0,50.0,36.0,44,5,1.3199999736000005,1.833333282407409,1.3888888503086432,2.5,225,0.5,0.162280701754386,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
24,76,71.5,55.0,40.5,14,3,1.299999976363637,1.7654320551745173,1.3580246578265518,1.5,264,1.25,0.1626746506986028,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
15,80,78.0,60.0,48.0,54,10,1.2999999783333338,1.624999966145834,1.2499999739583338,7.5,120,0.5,0.15591397849462366,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,73,65.0,55.0,45.0,14,10,1.1818181603305788,1.4444444123456799,1.2222221950617291,4.5,405,1.25,0.16666666666666666,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17,80,60.50000000000001,49.50000000000001,42.0,25,1,1.2222221975308647,1.4404761561791395,1.178571400510205,5.5,153,1.25,0.1589912280701755,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
25,75,71.5,54.0,42.0,28,5,1.3240740495541843,1.7023809118480737,1.2857142551020415,2.5,225,1.25,0.15572139303482588,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
41,59,66.0,49.50000000000001,35.0,25,7,1.3333333063973067,1.8857142318367364,1.4142856738775524,18.5,451,1.25,0.16223698781838322,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
14,80,71.5,55.0,40.5,14,12,1.299999976363637,1.7654320551745173,1.3580246578265518,8.5,168,1.25,0.1626746506986028,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
